ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10263,33,86.17,10,2843.61,28-06-2019,1098,Shipped,Spare Parts,84,S18_2581,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small
10275,35,90.39,9,3163.65,23-07-2019,1074,Shipped,Spare Parts,84,S18_2581,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10284,31,71.81,1,2226.11,21-08-2019,1046,Shipped,Spare Parts,84,S18_2581,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small
10297,25,82.79,4,2069.75,16-09-2019,1021,Shipped,Spare Parts,84,S18_2581,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Small
10308,27,82.79,7,2235.33,15-10-2019,993,Shipped,Spare Parts,84,S18_2581,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small
10318,31,100.53,9,3116.43,02-11-2019,976,Shipped,Spare Parts,84,S18_2581,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium
10327,45,106.26,8,4781.7,10-11-2019,969,Resolved,Spare Parts,84,S18_2581,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium
10339,27,104.1,2,2810.7,23-11-2019,957,Shipped,Spare Parts,84,S18_2581,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small
10353,27,130.21,1,3515.67,04-12-2019,947,Shipped,Spare Parts,84,S18_2581,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Medium
10374,42,69.27,2,2909.34,02-02-2020,888,Shipped,Spare Parts,84,S18_2581,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Small
10386,21,74.77,18,1570.17,01-03-2020,861,Resolved,Spare Parts,84,S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10398,34,76.88,15,2613.92,30-03-2020,833,Shipped,Spare Parts,84,S18_2581,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small
10401,42,76.03,3,3193.26,03-04-2020,830,On Hold,Spare Parts,84,S18_2581,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Medium
10416,15,98.84,4,1482.6,10-05-2020,794,Shipped,Spare Parts,84,S18_2581,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10120,22,111.88,6,2461.36,29-04-2018,2869,Shipped,Engine,99,S32_1374,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small
10223,21,117.87,7,2475.27,20-02-2019,2578,Shipped,Engine,99,S32_1374,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small
10263,31,79.91,8,2477.21,28-06-2019,2453,Shipped,Engine,99,S32_1374,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small
10309,28,88.68,1,2483.04,15-10-2019,2605,Shipped,Engine,81,S50_4713,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small
10211,46,54.09,8,2488.14,15-01-2019,1654,Shipped,Engine,62,S18_3782,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10180,29,86.13,9,2497.77,11-11-2018,573,Shipped,Engine,95,S10_1678,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small
10180,22,114.3,7,2514.6,11-11-2018,2829,Shipped,Engine,102,S32_4485,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small
10180,35,72.03,6,2521.05,11-11-2018,2184,Shipped,Engine,69,S24_2360,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small
10319,31,81.73,7,2533.63,03-11-2019,1838,Shipped,Engine,69,S24_2360,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,10022,USA,Kuo,Kee,Small
10188,25,101.43,2,2535.75,18-11-2018,1982,Shipped,Engine,112,S24_1578,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Small
10299,23,112.93,9,2597.39,30-09-2019,259,Shipped,Engine,95,S10_1678,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Small
10319,44,59.06,4,2598.64,03-11-2019,1371,Shipped,Engine,62,S18_3782,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,10022,USA,Kuo,Kee,Small
10169,38,68.39,8,2598.82,04-11-2018,1723,Shipped,Engine,62,S18_3782,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small
10285,26,100.01,4,2600.26,27-08-2019,2548,Shipped,Engine,102,S32_4485,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small
10264,48,54.71,3,2626.08,30-06-2019,1492,Shipped,Engine,62,S18_3782,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small
10319,22,119.4,8,2626.8,03-11-2019,2483,Shipped,Engine,102,S32_4485,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,10022,USA,Kuo,Kee,Small
10363,43,61.23,14,2632.89,06-01-2020,1778,Shipped,Engine,69,S24_2360,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Small
10329,30,87.78,7,2633.4,15-11-2019,1631,Shipped,Engine,112,S24_1578,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small
10223,38,69.31,6,2633.78,20-02-2019,1986,Shipped,Engine,76,S24_2000,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small
10251,26,101.43,3,2637.18,18-05-2019,1805,Shipped,Engine,112,S24_1578,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Small
10133,23,114.87,1,2642.01,27-06-2018,2811,Shipped,Engine,99,S32_1374,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10309,21,126.22,6,2650.62,15-10-2019,1660,Shipped,Engine,112,S24_1578,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small
10190,40,66.72,2,2668.8,19-11-2018,2926,Shipped,Engine,81,S50_4713,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10120,46,58.15,4,2674.9,29-04-2018,1538,Shipped,Engine,60,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small
10109,26,121.44,1,3157.44,10-03-2018,1636,Shipped,Accessories,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium
10123,46,112.2,3,5161.2,20-05-2018,1566,Shipped,Accessories,132,S18_2870,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,44000,France,Schmitt,Carine,Medium
10137,37,117.48,3,4346.76,10-07-2018,1516,Shipped,Accessories,132,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium
10148,27,130.68,10,3528.36,11-09-2018,1454,Shipped,Accessories,132,S18_2870,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium
10161,23,138.6,9,3187.8,17-10-2018,1419,Shipped,Accessories,132,S18_2870,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Medium
10172,39,154.44,7,6023.16,05-11-2018,1401,Shipped,Accessories,132,S18_2870,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium
10181,27,143.88,3,3884.76,12-11-2018,1395,Shipped,Accessories,132,S18_2870,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10192,38,130.68,8,4965.84,20-11-2018,1388,Shipped,Accessories,132,S18_2870,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium
10204,27,154.44,14,4169.88,02-12-2018,1377,Shipped,Accessories,132,S18_2870,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium
10212,40,122.76,7,4910.4,16-01-2019,1333,Shipped,Accessories,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10226,24,134.64,5,3231.36,26-02-2019,1293,Shipped,Accessories,132,S18_2870,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10241,44,155.76,12,6853.44,13-04-2019,1248,Shipped,Accessories,132,S18_2870,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Medium
10253,37,139.92,2,5177.04,01-06-2019,1200,Cancelled,Accessories,132,S18_2870,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10266,20,141.24,3,2824.8,06-07-2019,1166,Shipped,Accessories,132,S18_2870,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10278,39,110.88,3,4324.32,06-08-2019,1136,Shipped,Accessories,132,S18_2870,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Medium
10287,44,114.84,1,5052.96,30-08-2019,1113,Shipped,Accessories,132,S18_2870,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium
10301,22,146.52,5,3223.44,05-10-2018,1443,Shipped,Accessories,132,S18_2870,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Medium
10311,43,122.76,10,5278.68,16-10-2019,1068,Shipped,Accessories,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10321,27,105.6,7,2851.2,04-11-2019,1050,Shipped,Accessories,132,S18_2870,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small
10331,26,64.9,10,1687.4,17-11-2019,1038,Shipped,Accessories,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Small
10343,25,52.32,3,1308,24-11-2019,1032,Shipped,Accessories,132,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small
10366,49,125.4,2,6144.6,10-01-2020,986,Shipped,Accessories,132,S18_2870,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,Cartrain,Pascale,Medium
10379,29,176.8,5,5127.2,10-02-2020,956,Shipped,Accessories,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10407,41,155.76,12,6386.16,22-04-2020,885,On Hold,Accessories,132,S18_2870,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium
10419,55,139.92,2,7695.6,17-05-2020,861,Shipped,Accessories,132,S18_2870,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Large
10106,41,83.44,18,3421.04,17-02-2018,1732,Shipped,Battery Systems,86,S18_3029,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium
10119,21,89.46,9,1878.66,28-04-2018,1663,Shipped,Battery Systems,86,S18_3029,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small
10130,40,96.34,2,3853.6,16-06-2018,1615,Shipped,Battery Systems,86,S18_3029,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,Brickhaven,58339,USA,Taylor,Leslie,Medium
10143,46,74.84,13,3442.64,10-08-2018,1561,Shipped,Battery Systems,86,S18_3029,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium
10155,44,79.14,11,3482.16,06-10-2018,1505,Shipped,Battery Systems,86,S18_3029,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Medium
10167,46,73.12,7,3363.52,23-10-2018,1489,Cancelled,Battery Systems,86,S18_3029,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium
10178,41,81.72,10,3350.52,08-11-2018,1474,Shipped,Battery Systems,86,S18_3029,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Medium
10186,32,89.46,7,2862.72,14-11-2018,1469,Shipped,Battery Systems,86,S18_3029,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Small
10197,46,87.74,4,4036.04,26-11-2018,1458,Shipped,Battery Systems,86,S18_3029,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,Medium
10222,49,94.62,10,4636.38,19-02-2019,1374,Shipped,Battery Systems,86,S18_3029,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10248,21,73.98,1,1553.58,07-05-2019,1298,Cancelled,Battery Systems,86,S18_3029,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small
10262,32,84.3,15,2697.6,24-06-2019,1251,Cancelled,Battery Systems,86,S18_3029,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10273,34,98.06,2,3334.04,21-07-2019,1225,Shipped,Battery Systems,86,S18_3029,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Medium
10283,21,98.06,4,2059.26,20-08-2019,1196,Shipped,Battery Systems,86,S18_3029,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Small
10296,21,96.34,13,2023.14,15-09-2019,1171,Shipped,Battery Systems,86,S18_3029,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany,Donnermeyer,Michael,Small
10307,31,83.44,7,2586.64,14-10-2019,1143,Shipped,Battery Systems,86,S18_3029,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Small
10316,21,94.62,15,1987.02,01-11-2019,1126,Shipped,Battery Systems,86,S18_3029,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Small
10327,25,45.86,5,1146.5,10-11-2019,1118,Resolved,Battery Systems,86,S18_3029,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Small
10338,28,82.58,3,2312.24,22-11-2019,1107,Shipped,Battery Systems,86,S18_3029,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,Cartrain,Pascale,Small
10350,43,64.97,6,2793.71,02-12-2019,1098,Shipped,Battery Systems,86,S18_3029,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10373,22,86.74,5,1908.28,31-01-2020,1039,Shipped,Battery Systems,86,S18_3029,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Small
10386,37,93.01,5,3441.37,01-03-2020,1010,Resolved,Battery Systems,86,S18_3029,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10398,28,72.26,18,2023.28,30-03-2020,982,Shipped,Battery Systems,86,S18_3029,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small
10400,30,74.84,7,2245.2,01-04-2020,981,Shipped,Battery Systems,86,S18_3029,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small
10414,44,73.98,1,3255.12,06-05-2020,947,On Hold,Battery Systems,86,S18_3029,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Medium
10104,23,198.13,13,4556.99,31-01-2018,1824,Shipped,Accessories,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10109,46,179.5,5,8257,10-03-2018,1787,Shipped,Accessories,169,S18_3232,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Large
10114,48,171.03,4,8209.44,01-04-2018,1766,Shipped,Accessories,169,S18_3232,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Large
10122,25,143.94,3,3598.5,08-05-2018,1730,Shipped,Accessories,169,S18_3232,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Medium
10127,22,174.42,15,3837.24,03-06-2018,1705,Shipped,Accessories,169,S18_3232,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium
10136,41,203.21,3,8331.61,04-07-2018,1675,Shipped,Accessories,169,S18_3232,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Large
10141,34,142.25,9,4836.5,01-08-2018,1648,Shipped,Accessories,169,S18_3232,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium
10148,32,169.34,14,5418.88,11-09-2018,1608,Shipped,Accessories,169,S18_3232,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium
10151,21,177.81,7,3734.01,21-09-2018,1599,Shipped,Accessories,169,S18_3232,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium
10165,47,186.27,16,8754.69,22-10-2018,1569,Shipped,Accessories,169,S18_3232,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Large
10171,39,140.55,3,5481.45,05-11-2018,1556,Shipped,Accessories,169,S18_3232,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium
10175,29,152.41,5,4419.89,06-11-2018,1556,Shipped,Accessories,169,S18_3232,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,Medium
10181,45,140.55,7,6324.75,12-11-2018,1551,Shipped,Accessories,169,S18_3232,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10184,28,157.49,10,4409.72,14-11-2018,1550,Shipped,Accessories,169,S18_3232,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,Medium
10192,26,150.71,12,3918.46,20-11-2018,1545,Shipped,Accessories,169,S18_3232,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium
10195,50,152.41,10,7620.5,25-11-2018,1541,Shipped,Accessories,169,S18_3232,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Large
10203,48,172.73,1,8291.04,02-12-2018,1535,Shipped,Accessories,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Large
10207,25,157.49,11,3937.25,09-12-2018,1529,Shipped,Accessories,169,S18_3232,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Medium
10212,40,138.86,11,5554.4,16-01-2019,1492,Shipped,Accessories,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10225,43,149.02,2,6407.86,22-02-2019,1456,Shipped,Accessories,169,S18_3232,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium
10229,22,189.66,5,4172.52,11-03-2019,1440,Shipped,Accessories,169,S18_3232,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10239,47,150.71,1,7083.37,12-04-2019,1409,Shipped,Accessories,169,S18_3232,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Large
10246,36,198.13,9,7132.68,05-05-2019,1387,Shipped,Accessories,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Large
10253,40,169.34,6,6773.6,01-06-2019,1361,Cancelled,Accessories,169,S18_3232,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10259,27,135.47,8,3657.69,15-06-2019,1348,Shipped,Accessories,169,S18_3232,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium
10266,29,165.95,7,4812.55,06-07-2019,1328,Shipped,Accessories,169,S18_3232,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium
10271,20,196.43,9,3928.6,20-07-2019,1315,Shipped,Accessories,169,S18_3232,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10278,42,152.41,7,6401.22,06-08-2019,1299,Shipped,Accessories,169,S18_3232,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Medium
10281,25,167.65,5,4191.25,19-08-2019,1287,Shipped,Accessories,169,S18_3232,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium
10287,36,162.57,5,5852.52,30-08-2019,1277,Shipped,Accessories,169,S18_3232,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium
10292,21,135.47,12,2844.87,08-09-2019,1269,Shipped,Accessories,169,S18_3232,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small
10301,23,174.42,9,4011.66,05-10-2018,1608,Shipped,Accessories,169,S18_3232,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Medium
10305,37,201.51,9,7455.87,13-10-2019,1236,Shipped,Accessories,169,S18_3232,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Large
10310,48,186.27,3,8940.96,16-10-2019,1234,Shipped,Accessories,169,S18_3232,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Large
10313,25,182.89,3,4572.25,22-10-2019,1229,Shipped,Accessories,169,S18_3232,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Medium
10321,33,172.73,11,5700.09,04-11-2019,1217,Shipped,Accessories,169,S18_3232,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Medium
10324,27,116.87,12,3155.49,05-11-2019,1217,Shipped,Accessories,169,S18_3232,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Medium
10331,27,154.47,11,4170.69,17-11-2019,1206,Shipped,Accessories,169,S18_3232,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium
